state,age_group,gender,race,cause_of_death,deaths,population
Texas,65-74 years,Female,White,"Subarachnoid haemorrhage, unspecified",42.0,901748.0
Texas,65-74 years,Female,White,"Intracerebral haemorrhage, unspecified",73.0,901748.0
Texas,65-74 years,Female,White,"Intracranial haemorrhage (nontraumatic), unspecified",39.0,901748.0
Texas,65-74 years,Female,White,Cerebral infarction due to embolism of cerebral arteries,12.0,901748.0
Texas,65-74 years,Female,White,"Cerebral infarction, unspecified",57.0,901748.0
Texas,65-74 years,Female,White,"Stroke, not specified as haemorrhage or infarction",244.0,901748.0
Texas,65-74 years,Female,White,Cerebral atherosclerosis,10.0,901748.0
Texas,65-74 years,Female,White,Other specified cerebrovascular diseases,11.0,901748.0
Texas,65-74 years,Female,White,"Cerebrovascular disease, unspecified",40.0,901748.0
Texas,65-74 years,Female,White,"Sequelae of stroke, not specified as haemorrhage or infarction",49.0,901748.0
Texas,65-74 years,Female,White,Sequelae of other and unspecified cerebrovascular diseases,30.0,901748.0
Texas,65-74 years,Female,White,Generalized and unspecified atherosclerosis,10.0,901748.0
Texas,65-74 years,Female,White,"Peripheral vascular disease, unspecified",41.0,901748.0
Texas,65-74 years,Female,White,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,13.0,901748.0
Texas,65-74 years,Female,White,"Pneumonia, unspecified",166.0,901748.0
Texas,65-74 years,Female,White,"Emphysema, unspecified",49.0,901748.0
Texas,65-74 years,Female,White,Chronic obstructive pulmonary disease with acute lower respiratory infection,153.0,901748.0
Texas,65-74 years,Female,White,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",49.0,901748.0
Texas,65-74 years,Female,White,"Chronic obstructive pulmonary disease, unspecified",836.0,901748.0
Texas,65-74 years,Female,White,"Asthma, unspecified",21.0,901748.0
Texas,65-74 years,Female,White,Pneumonitis due to food and vomit,76.0,901748.0
Texas,65-74 years,Female,White,Adult respiratory distress syndrome,16.0,901748.0
Texas,65-74 years,Female,White,Other interstitial pulmonary diseases with fibrosis,93.0,901748.0
Texas,65-74 years,Female,White,"Interstitial pulmonary disease, unspecified",30.0,901748.0
Texas,65-74 years,Female,White,Acute respiratory failure,15.0,901748.0
Texas,65-74 years,Female,White,Chronic respiratory failure,33.0,901748.0
Texas,65-74 years,Female,White,"Respiratory failure, unspecified",32.0,901748.0
Texas,65-74 years,Female,White,Other disorders of lung,17.0,901748.0
Texas,65-74 years,Female,White,Acute vascular disorders of intestine,14.0,901748.0
Texas,65-74 years,Female,White,"Vascular disorder of intestine, unspecified",42.0,901748.0
Texas,65-74 years,Female,White,Other and unspecified intestinal obstruction,20.0,901748.0
Texas,65-74 years,Female,White,Perforation of intestine (nontraumatic),15.0,901748.0
Texas,65-74 years,Female,White,Alcoholic cirrhosis of liver,34.0,901748.0
Texas,65-74 years,Female,White,"Hepatic failure, unspecified",26.0,901748.0
Texas,65-74 years,Female,White,Other and unspecified cirrhosis of liver,240.0,901748.0
Texas,65-74 years,Female,White,"Fatty (change of) liver, not elsewhere classified",29.0,901748.0
Texas,65-74 years,Female,White,"Liver disease, unspecified",39.0,901748.0
Texas,65-74 years,Female,White,Acute cholecystitis,10.0,901748.0
Texas,65-74 years,Female,White,"Acute pancreatitis, unspecified",19.0,901748.0
Texas,65-74 years,Female,White,"Gastrointestinal haemorrhage, unspecified",34.0,901748.0
Texas,65-74 years,Female,White,"Rheumatoid arthritis, unspecified",22.0,901748.0
Texas,65-74 years,Female,White,Other forms of systemic sclerosis,14.0,901748.0
Texas,65-74 years,Female,White,"Osteomyelitis, unspecified",11.0,901748.0
Texas,65-74 years,Female,White,"Acute renal failure, unspecified",62.0,901748.0
Texas,65-74 years,Female,White,"Chronic kidney disease, stage 5",182.0,901748.0
Texas,65-74 years,Female,White,"Chronic renal failure, unspecified",32.0,901748.0
Texas,65-74 years,Female,White,Unspecified renal failure,35.0,901748.0
Texas,65-74 years,Female,White,Other specified disorders of kidney and ureter,12.0,901748.0
Texas,65-74 years,Female,White,"Disorder of kidney and ureter, unspecified",11.0,901748.0
Texas,65-74 years,Female,White,"Urinary tract infection, site not specified",64.0,901748.0
Texas,65-74 years,Female,White,Other ill-defined and unspecified causes of mortality,87.0,901748.0
Texas,65-74 years,Female,White,Person injured in collision between other specified motor vehicles (traffic),28.0,901748.0
Texas,65-74 years,Female,White,"Person injured in unspecified motor-vehicle accident, traffic",28.0,901748.0
Texas,65-74 years,Female,White,Other fall on same level,26.0,901748.0
Texas,65-74 years,Female,White,Unspecified fall,63.0,901748.0
Texas,65-74 years,Female,White,Inhalation and ingestion of other objects causing obstruction of respiratory tract,13.0,901748.0
Texas,65-74 years,Female,White,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",11.0,901748.0
Texas,65-74 years,Female,White,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",20.0,901748.0
Texas,65-74 years,Female,White,Intentional self-harm by other and unspecified firearm discharge,16.0,901748.0
Texas,65-74 years,Male,Asian or Pacific Islander,"Septicaemia, unspecified",10.0,38370.0
Texas,65-74 years,Male,Asian or Pacific Islander,"Stomach, unspecified - Malignant neoplasms",11.0,38370.0
Texas,65-74 years,Male,Asian or Pacific Islander,"Pancreas, unspecified - Malignant neoplasms",11.0,38370.0
Texas,65-74 years,Male,Asian or Pacific Islander,"Bronchus or lung, unspecified - Malignant neoplasms",27.0,38370.0
Texas,65-74 years,Male,Asian or Pacific Islander,"Acute myocardial infarction, unspecified",19.0,38370.0
Texas,65-74 years,Male,Asian or Pacific Islander,"Atherosclerotic cardiovascular disease, so described",17.0,38370.0
Texas,65-74 years,Male,Asian or Pacific Islander,Atherosclerotic heart disease,17.0,38370.0
Texas,65-74 years,Male,Asian or Pacific Islander,"Stroke, not specified as haemorrhage or infarction",10.0,38370.0
Texas,65-74 years,Male,Black or African American,"Septicaemia, unspecified",68.0,86795.0
Texas,65-74 years,Male,Black or African American,Chronic viral hepatitis C,11.0,86795.0
Texas,65-74 years,Male,Black or African American,"Oesophagus, unspecified - Malignant neoplasms",13.0,86795.0
Texas,65-74 years,Male,Black or African American,"Stomach, unspecified - Malignant neoplasms",25.0,86795.0
Texas,65-74 years,Male,Black or African American,"Colon, unspecified - Malignant neoplasms",53.0,86795.0
Texas,65-74 years,Male,Black or African American,Malignant neoplasm of rectum,10.0,86795.0
Texas,65-74 years,Male,Black or African American,Liver cell carcinoma - Malignant neoplasms,40.0,86795.0
Texas,65-74 years,Male,Black or African American,"Liver, unspecified - Malignant neoplasms",15.0,86795.0
Texas,65-74 years,Male,Black or African American,"Pancreas, unspecified - Malignant neoplasms",53.0,86795.0
Texas,65-74 years,Male,Black or African American,"Larynx, unspecified - Malignant neoplasms",10.0,86795.0
Texas,65-74 years,Male,Black or African American,"Bronchus or lung, unspecified - Malignant neoplasms",218.0,86795.0
Texas,65-74 years,Male,Black or African American,Malignant neoplasm of prostate,84.0,86795.0
Texas,65-74 years,Male,Black or African American,"Malignant neoplasm of kidney, except renal pelvis",18.0,86795.0
Texas,65-74 years,Male,Black or African American,"Bladder, unspecified - Malignant neoplasms",18.0,86795.0
Texas,65-74 years,Male,Black or African American,Malignant neoplasm without specification of site,30.0,86795.0
Texas,65-74 years,Male,Black or African American,Multiple myeloma - Malignant neoplasms,23.0,86795.0
Texas,65-74 years,Male,Black or African American,"Non-insulin-dependent diabetes mellitus, with renal complications",16.0,86795.0
Texas,65-74 years,Male,Black or African American,"Unspecified diabetes mellitus, with renal complications",36.0,86795.0
Texas,65-74 years,Male,Black or African American,"Unspecified diabetes mellitus, without complications",32.0,86795.0
Texas,65-74 years,Male,Black or African American,"Hyperlipidaemia, unspecified",11.0,86795.0
Texas,65-74 years,Male,Black or African American,Unspecified dementia,26.0,86795.0
Texas,65-74 years,Male,Black or African American,Parkinson disease,13.0,86795.0
Texas,65-74 years,Male,Black or African American,"Alzheimer disease, unspecified",29.0,86795.0
Texas,65-74 years,Male,Black or African American,"Anoxic brain damage, not elsewhere classified",18.0,86795.0
Texas,65-74 years,Male,Black or African American,Essential (primary) hypertension,19.0,86795.0
Texas,65-74 years,Male,Black or African American,Hypertensive heart disease with (congestive) heart failure,13.0,86795.0
Texas,65-74 years,Male,Black or African American,Hypertensive heart disease without (congestive) heart failure,62.0,86795.0
Texas,65-74 years,Male,Black or African American,Hypertensive renal disease with renal failure,18.0,86795.0
Texas,65-74 years,Male,Black or African American,"Acute myocardial infarction, unspecified",137.0,86795.0
Texas,65-74 years,Male,Black or African American,"Atherosclerotic cardiovascular disease, so described",154.0,86795.0
Texas,65-74 years,Male,Black or African American,Atherosclerotic heart disease,131.0,86795.0
Texas,65-74 years,Male,Black or African American,Ischaemic cardiomyopathy,15.0,86795.0
Texas,65-74 years,Male,Black or African American,"Chronic ischaemic heart disease, unspecified",12.0,86795.0
Texas,65-74 years,Male,Black or African American,Pulmonary embolism without mention of acute cor pulmonale,18.0,86795.0
Texas,65-74 years,Male,Black or African American,"Cardiomyopathy, unspecified",16.0,86795.0
Texas,65-74 years,Male,Black or African American,"Cardiac arrest, unspecified",27.0,86795.0
Texas,65-74 years,Male,Black or African American,Atrial fibrillation and flutter,16.0,86795.0
Texas,65-74 years,Male,Black or African American,"Cardiac arrhythmia, unspecified",10.0,86795.0
Texas,65-74 years,Male,Black or African American,Congestive heart failure,48.0,86795.0
Texas,65-74 years,Male,Black or African American,"Heart failure, unspecified",12.0,86795.0
Texas,65-74 years,Male,Black or African American,"Cardiovascular disease, unspecified",16.0,86795.0
Texas,65-74 years,Male,Black or African American,"Intracerebral haemorrhage, unspecified",13.0,86795.0
Texas,65-74 years,Male,Black or African American,"Cerebral infarction, unspecified",13.0,86795.0
Texas,65-74 years,Male,Black or African American,"Stroke, not specified as haemorrhage or infarction",78.0,86795.0
Texas,65-74 years,Male,Black or African American,"Cerebrovascular disease, unspecified",10.0,86795.0
Texas,65-74 years,Male,Black or African American,"Sequelae of stroke, not specified as haemorrhage or infarction",12.0,86795.0
Texas,65-74 years,Male,Black or African American,Sequelae of other and unspecified cerebrovascular diseases,12.0,86795.0
Texas,65-74 years,Male,Black or African American,"Peripheral vascular disease, unspecified",13.0,86795.0
Texas,65-74 years,Male,Black or African American,"Pneumonia, unspecified",32.0,86795.0
Texas,65-74 years,Male,Black or African American,Chronic obstructive pulmonary disease with acute lower respiratory infection,11.0,86795.0
Texas,65-74 years,Male,Black or African American,"Chronic obstructive pulmonary disease, unspecified",101.0,86795.0
Texas,65-74 years,Male,Black or African American,Pneumonitis due to food and vomit,20.0,86795.0
Texas,65-74 years,Male,Black or African American,"Respiratory failure, unspecified",10.0,86795.0
Texas,65-74 years,Male,Black or African American,Other and unspecified cirrhosis of liver,19.0,86795.0
Texas,65-74 years,Male,Black or African American,"Acute renal failure, unspecified",17.0,86795.0
Texas,65-74 years,Male,Black or African American,"Chronic kidney disease, stage 5",45.0,86795.0
Texas,65-74 years,Male,Black or African American,Unspecified renal failure,10.0,86795.0
Texas,65-74 years,Male,Black or African American,Other ill-defined and unspecified causes of mortality,18.0,86795.0
Texas,65-74 years,Male,Black or African American,Unspecified fall,13.0,86795.0
Texas,65-74 years,Male,Black or African American,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",22.0,86795.0
Texas,65-74 years,Male,White,Enterocolitis due to Clostridium difficile,34.0,806914.0
Texas,65-74 years,Male,White,Septicaemia due to other Gram-negative organisms,10.0,806914.0
Texas,65-74 years,Male,White,"Septicaemia, unspecified",389.0,806914.0
Texas,65-74 years,Male,White,Chronic viral hepatitis C,45.0,806914.0
Texas,65-74 years,Male,White,"Tongue, unspecified - Malignant neoplasms",26.0,806914.0
Texas,65-74 years,Male,White,"Mouth, unspecified - Malignant neoplasms",12.0,806914.0
Texas,65-74 years,Male,White,"Tonsil, unspecified - Malignant neoplasms",14.0,806914.0
Texas,65-74 years,Male,White,"Oropharynx, unspecified - Malignant neoplasms",17.0,806914.0
Texas,65-74 years,Male,White,"Pharynx, unspecified - Malignant neoplasms",25.0,806914.0
Texas,65-74 years,Male,White,"Oesophagus, unspecified - Malignant neoplasms",210.0,806914.0
Texas,65-74 years,Male,White,Cardia - Malignant neoplasms,17.0,806914.0
Texas,65-74 years,Male,White,"Stomach, unspecified - Malignant neoplasms",99.0,806914.0
Texas,65-74 years,Male,White,"Small intestine, unspecified - Malignant neoplasms",10.0,806914.0
Texas,65-74 years,Male,White,"Colon, unspecified - Malignant neoplasms",371.0,806914.0
Texas,65-74 years,Male,White,Malignant neoplasm of rectosigmoid junction,39.0,806914.0
Texas,65-74 years,Male,White,Malignant neoplasm of rectum,57.0,806914.0
Texas,65-74 years,Male,White,Liver cell carcinoma - Malignant neoplasms,198.0,806914.0
Texas,65-74 years,Male,White,Intrahepatic bile duct carcinoma - Malignant neoplasms,56.0,806914.0
Texas,65-74 years,Male,White,"Liver, unspecified - Malignant neoplasms",114.0,806914.0
Texas,65-74 years,Male,White,Malignant neoplasm of gallbladder,16.0,806914.0
Texas,65-74 years,Male,White,"Pancreas, unspecified - Malignant neoplasms",386.0,806914.0
Texas,65-74 years,Male,White,Ill-defined sites within the digestive system - Malignant neoplasms,18.0,806914.0
Texas,65-74 years,Male,White,"Larynx, unspecified - Malignant neoplasms",52.0,806914.0
Texas,65-74 years,Male,White,"Upper lobe, bronchus or lung - Malignant neoplasms",22.0,806914.0
Texas,65-74 years,Male,White,"Bronchus or lung, unspecified - Malignant neoplasms",1488.0,806914.0
Texas,65-74 years,Male,White,"Malignant melanoma of skin, unspecified - Malignant neoplasms",90.0,806914.0
Texas,65-74 years,Male,White,Skin of scalp and neck - Malignant neoplasms,22.0,806914.0
Texas,65-74 years,Male,White,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",17.0,806914.0
Texas,65-74 years,Male,White,"Mesothelioma, unspecified - Malignant neoplasms",27.0,806914.0
Texas,65-74 years,Male,White,"Connective and soft tissue, unspecified - Malignant neoplasms",26.0,806914.0
Texas,65-74 years,Male,White,Malignant neoplasm of prostate,361.0,806914.0
Texas,65-74 years,Male,White,"Malignant neoplasm of kidney, except renal pelvis",199.0,806914.0
Texas,65-74 years,Male,White,"Bladder, unspecified - Malignant neoplasms",174.0,806914.0
Texas,65-74 years,Male,White,"Brain, unspecified - Malignant neoplasms",135.0,806914.0
Texas,65-74 years,Male,White,Malignant neoplasm of thyroid gland,23.0,806914.0
Texas,65-74 years,Male,White,Secondary malignant neoplasm of liver - Malignant neoplasms,24.0,806914.0
Texas,65-74 years,Male,White,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,35.0,806914.0
Texas,65-74 years,Male,White,Malignant neoplasm without specification of site,230.0,806914.0
Texas,65-74 years,Male,White,"Hodgkin disease, unspecified",12.0,806914.0
Texas,65-74 years,Male,White,Non-Hodgkin lymphoma small cleaved cell (diffuse),15.0,806914.0
Texas,65-74 years,Male,White,Non-Hodgkin lymphoma large cell (diffuse),42.0,806914.0
Texas,65-74 years,Male,White,"B-cell lymphoma, unspecified - Malignant neoplasms",31.0,806914.0
Texas,65-74 years,Male,White,"Non-Hodgkin lymphoma, unspecified type",80.0,806914.0
Texas,65-74 years,Male,White,Multiple myeloma - Malignant neoplasms,110.0,806914.0
Texas,65-74 years,Male,White,Acute lymphoblastic leukaemia - Malignant neoplasms,10.0,806914.0
Texas,65-74 years,Male,White,Chronic lymphocytic leukaemia - Malignant neoplasms,23.0,806914.0
Texas,65-74 years,Male,White,Acute myeloid leukaemia - Malignant neoplasms,99.0,806914.0
Texas,65-74 years,Male,White,Acute leukaemia of unspecified cell type - Malignant neoplasms,13.0,806914.0
Texas,65-74 years,Male,White,"Leukaemia, unspecified - Malignant neoplasms",29.0,806914.0
Texas,65-74 years,Male,White,Malignant neoplasms of independent (primary) multiple sites,53.0,806914.0
Texas,65-74 years,Male,White,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",50.0,806914.0
Texas,65-74 years,Male,White,Chronic myeloproliferative disease - Uncertain neoplasms,11.0,806914.0
Texas,65-74 years,Male,White,"Coagulation defect, unspecified",10.0,806914.0
Texas,65-74 years,Male,White,Agranulocytosis,13.0,806914.0
Texas,65-74 years,Male,White,"Non-insulin-dependent diabetes mellitus, with renal complications",89.0,806914.0
Texas,65-74 years,Male,White,"Non-insulin-dependent diabetes mellitus, with multiple complications",26.0,806914.0
Texas,65-74 years,Male,White,"Non-insulin-dependent diabetes mellitus, without complications",103.0,806914.0
Texas,65-74 years,Male,White,"Unspecified diabetes mellitus, with ketoacidosis",15.0,806914.0
Texas,65-74 years,Male,White,"Unspecified diabetes mellitus, with renal complications",129.0,806914.0
Texas,65-74 years,Male,White,"Unspecified diabetes mellitus, with peripheral circulatory complications",25.0,806914.0
Texas,65-74 years,Male,White,"Unspecified diabetes mellitus, with multiple complications",36.0,806914.0
Texas,65-74 years,Male,White,"Unspecified diabetes mellitus, without complications",230.0,806914.0
Texas,65-74 years,Male,White,Unspecified severe protein-energy malnutrition,14.0,806914.0
Texas,65-74 years,Male,White,Unspecified protein-energy malnutrition,12.0,806914.0
Texas,65-74 years,Male,White,Other obesity,16.0,806914.0
Texas,65-74 years,Male,White,"Obesity, unspecified",14.0,806914.0
Texas,65-74 years,Male,White,Pure hypercholesterolaemia,11.0,806914.0
Texas,65-74 years,Male,White,"Hyperlipidaemia, unspecified",55.0,806914.0
Texas,65-74 years,Male,White,Acidosis,18.0,806914.0
Texas,65-74 years,Male,White,Hyperkalaemia,13.0,806914.0
Texas,65-74 years,Male,White,"Metabolic disorder, unspecified",17.0,806914.0
Texas,65-74 years,Male,White,"Vascular dementia, unspecified",14.0,806914.0
Texas,65-74 years,Male,White,Unspecified dementia,162.0,806914.0
Texas,65-74 years,Male,White,"Mental and behavioural disorders due to use of alcohol, harmful use",12.0,806914.0
Texas,65-74 years,Male,White,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",26.0,806914.0
Texas,65-74 years,Male,White,Huntington disease,12.0,806914.0
Texas,65-74 years,Male,White,Motor neuron disease,65.0,806914.0
Texas,65-74 years,Male,White,Parkinson disease,190.0,806914.0
Texas,65-74 years,Male,White,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],14.0,806914.0
Texas,65-74 years,Male,White,"Alzheimer disease, unspecified",222.0,806914.0
Texas,65-74 years,Male,White,Circumscribed brain atrophy,15.0,806914.0
Texas,65-74 years,Male,White,"Senile degeneration of brain, not elsewhere classified",36.0,806914.0
Texas,65-74 years,Male,White,Other specified degenerative diseases of nervous system,26.0,806914.0
Texas,65-74 years,Male,White,"Degenerative disease of nervous system, unspecified",12.0,806914.0
Texas,65-74 years,Male,White,Multiple sclerosis,19.0,806914.0
Texas,65-74 years,Male,White,Myasthenia gravis,11.0,806914.0
Texas,65-74 years,Male,White,"Anoxic brain damage, not elsewhere classified",88.0,806914.0
Texas,65-74 years,Male,White,"Encephalopathy, unspecified",31.0,806914.0
Texas,65-74 years,Male,White,Essential (primary) hypertension,116.0,806914.0
Texas,65-74 years,Male,White,Hypertensive heart disease with (congestive) heart failure,40.0,806914.0
Texas,65-74 years,Male,White,Hypertensive heart disease without (congestive) heart failure,242.0,806914.0
Texas,65-74 years,Male,White,Hypertensive renal disease with renal failure,52.0,806914.0
Texas,65-74 years,Male,White,Hypertensive heart and renal disease with renal failure,16.0,806914.0
Texas,65-74 years,Male,White,Acute subendocardial myocardial infarction,34.0,806914.0
Texas,65-74 years,Male,White,"Acute myocardial infarction, unspecified",1260.0,806914.0
Texas,65-74 years,Male,White,"Acute ischaemic heart disease, unspecified",25.0,806914.0
Texas,65-74 years,Male,White,"Atherosclerotic cardiovascular disease, so described",675.0,806914.0
Texas,65-74 years,Male,White,Atherosclerotic heart disease,954.0,806914.0
Texas,65-74 years,Male,White,Ischaemic cardiomyopathy,107.0,806914.0
Texas,65-74 years,Male,White,Other forms of chronic ischaemic heart disease,14.0,806914.0
Texas,65-74 years,Male,White,"Chronic ischaemic heart disease, unspecified",80.0,806914.0
Texas,65-74 years,Male,White,Pulmonary embolism without mention of acute cor pulmonale,71.0,806914.0
Texas,65-74 years,Male,White,Other secondary pulmonary hypertension,31.0,806914.0
Texas,65-74 years,Male,White,Aortic (valve) stenosis,35.0,806914.0
Texas,65-74 years,Male,White,"Endocarditis, valve unspecified",17.0,806914.0
Texas,65-74 years,Male,White,Dilated cardiomyopathy,32.0,806914.0
Texas,65-74 years,Male,White,"Cardiomyopathy, unspecified",92.0,806914.0
Texas,65-74 years,Male,White,"Sudden cardiac death, so described",10.0,806914.0
Texas,65-74 years,Male,White,"Cardiac arrest, unspecified",101.0,806914.0
Texas,65-74 years,Male,White,Atrial fibrillation and flutter,99.0,806914.0
Texas,65-74 years,Male,White,"Cardiac arrhythmia, unspecified",38.0,806914.0
Texas,65-74 years,Male,White,Congestive heart failure,329.0,806914.0
Texas,65-74 years,Male,White,"Heart failure, unspecified",95.0,806914.0
Texas,65-74 years,Male,White,"Cardiovascular disease, unspecified",121.0,806914.0
Texas,65-74 years,Male,White,Cardiomegaly,10.0,806914.0
Texas,65-74 years,Male,White,"Heart disease, unspecified",53.0,806914.0
Texas,65-74 years,Male,White,"Subarachnoid haemorrhage, unspecified",20.0,806914.0
Texas,65-74 years,Male,White,"Intracerebral haemorrhage, intraventricular",12.0,806914.0
Texas,65-74 years,Male,White,"Intracerebral haemorrhage, unspecified",103.0,806914.0
Texas,65-74 years,Male,White,"Intracranial haemorrhage (nontraumatic), unspecified",56.0,806914.0
Texas,65-74 years,Male,White,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,10.0,806914.0
Texas,65-74 years,Male,White,Cerebral infarction due to embolism of cerebral arteries,18.0,806914.0
Texas,65-74 years,Male,White,"Cerebral infarction, unspecified",73.0,806914.0
Texas,65-74 years,Male,White,"Stroke, not specified as haemorrhage or infarction",325.0,806914.0
Texas,65-74 years,Male,White,Other specified cerebrovascular diseases,17.0,806914.0
Texas,65-74 years,Male,White,"Cerebrovascular disease, unspecified",55.0,806914.0
Texas,65-74 years,Male,White,"Sequelae of stroke, not specified as haemorrhage or infarction",36.0,806914.0
Texas,65-74 years,Male,White,Sequelae of other and unspecified cerebrovascular diseases,29.0,806914.0
Texas,65-74 years,Male,White,Generalized and unspecified atherosclerosis,10.0,806914.0
Texas,65-74 years,Male,White,Dissection of aorta [any part],23.0,806914.0
Texas,65-74 years,Male,White,"Abdominal aortic aneurysm, ruptured",29.0,806914.0
Texas,65-74 years,Male,White,"Abdominal aortic aneurysm, without mention of rupture",13.0,806914.0
Texas,65-74 years,Male,White,"Peripheral vascular disease, unspecified",63.0,806914.0
Texas,65-74 years,Male,White,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,24.0,806914.0
Texas,65-74 years,Male,White,"Pneumonia, unspecified",200.0,806914.0
Texas,65-74 years,Male,White,"Emphysema, unspecified",51.0,806914.0
Texas,65-74 years,Male,White,Chronic obstructive pulmonary disease with acute lower respiratory infection,174.0,806914.0
Texas,65-74 years,Male,White,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",62.0,806914.0
Texas,65-74 years,Male,White,"Chronic obstructive pulmonary disease, unspecified",878.0,806914.0
Texas,65-74 years,Male,White,Pneumonitis due to food and vomit,113.0,806914.0
Texas,65-74 years,Male,White,Adult respiratory distress syndrome,16.0,806914.0
Texas,65-74 years,Male,White,Other interstitial pulmonary diseases with fibrosis,142.0,806914.0
Texas,65-74 years,Male,White,"Interstitial pulmonary disease, unspecified",42.0,806914.0
Texas,65-74 years,Male,White,Acute respiratory failure,15.0,806914.0
Texas,65-74 years,Male,White,Chronic respiratory failure,40.0,806914.0
Texas,65-74 years,Male,White,"Respiratory failure, unspecified",38.0,806914.0
Texas,65-74 years,Male,White,Other disorders of lung,18.0,806914.0
Texas,65-74 years,Male,White,Acute vascular disorders of intestine,17.0,806914.0
Texas,65-74 years,Male,White,"Vascular disorder of intestine, unspecified",28.0,806914.0
Texas,65-74 years,Male,White,Other and unspecified intestinal obstruction,16.0,806914.0
Texas,65-74 years,Male,White,Perforation of intestine (nontraumatic),12.0,806914.0
Texas,65-74 years,Male,White,Acute peritonitis,11.0,806914.0
Texas,65-74 years,Male,White,"Peritonitis, unspecified",10.0,806914.0
Texas,65-74 years,Male,White,Alcoholic cirrhosis of liver,154.0,806914.0
Texas,65-74 years,Male,White,"Alcoholic liver disease, unspecified",10.0,806914.0
Texas,65-74 years,Male,White,"Hepatic failure, unspecified",28.0,806914.0
Texas,65-74 years,Male,White,Other and unspecified cirrhosis of liver,290.0,806914.0
Texas,65-74 years,Male,White,"Fatty (change of) liver, not elsewhere classified",14.0,806914.0
Texas,65-74 years,Male,White,"Liver disease, unspecified",46.0,806914.0
Texas,65-74 years,Male,White,"Cholecystitis, unspecified",10.0,806914.0
Texas,65-74 years,Male,White,"Acute pancreatitis, unspecified",23.0,806914.0
Texas,65-74 years,Male,White,"Gastrointestinal haemorrhage, unspecified",44.0,806914.0
Texas,65-74 years,Male,White,"Acute renal failure, unspecified",84.0,806914.0
Texas,65-74 years,Male,White,"Chronic kidney disease, stage 5",196.0,806914.0
Texas,65-74 years,Male,White,"Chronic renal failure, unspecified",49.0,806914.0
Texas,65-74 years,Male,White,Unspecified renal failure,52.0,806914.0
Texas,65-74 years,Male,White,Other specified disorders of kidney and ureter,17.0,806914.0
Texas,65-74 years,Male,White,"Urinary tract infection, site not specified",37.0,806914.0
Texas,65-74 years,Male,White,Respiratory arrest,16.0,806914.0
Texas,65-74 years,Male,White,Other ill-defined and unspecified causes of mortality,99.0,806914.0
Texas,65-74 years,Male,White,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,22.0,806914.0
Texas,65-74 years,Male,White,Motorcycle rider [any] injured in unspecified traffic accident,13.0,806914.0
Texas,65-74 years,Male,White,Car occupant [any] injured in unspecified traffic accident,10.0,806914.0
Texas,65-74 years,Male,White,Person injured in collision between other specified motor vehicles (traffic),26.0,806914.0
Texas,65-74 years,Male,White,"Person injured in unspecified motor-vehicle accident, traffic",49.0,806914.0
Texas,65-74 years,Male,White,Other fall on same level,41.0,806914.0
Texas,65-74 years,Male,White,Unspecified fall,98.0,806914.0
Texas,65-74 years,Male,White,Inhalation and ingestion of other objects causing obstruction of respiratory tract,22.0,806914.0
Texas,65-74 years,Male,White,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",17.0,806914.0
Texas,65-74 years,Male,White,Exposure to unspecified factor causing other and unspecified injury,18.0,806914.0
Texas,65-74 years,Male,White,"Intentional self-harm by hanging, strangulation and suffocation",15.0,806914.0
Texas,65-74 years,Male,White,Intentional self-harm by handgun discharge,17.0,806914.0
Texas,65-74 years,Male,White,"Intentional self-harm by rifle, shotgun and larger firearm discharge",15.0,806914.0
Texas,65-74 years,Male,White,Intentional self-harm by other and unspecified firearm discharge,147.0,806914.0
Texas,75-84 years,Female,Asian or Pacific Islander,"Septicaemia, unspecified",16.0,18319.0
Texas,75-84 years,Female,Asian or Pacific Islander,"Pancreas, unspecified - Malignant neoplasms",13.0,18319.0
Texas,75-84 years,Female,Asian or Pacific Islander,"Bronchus or lung, unspecified - Malignant neoplasms",24.0,18319.0
Texas,75-84 years,Female,Asian or Pacific Islander,Unspecified dementia,10.0,18319.0
Texas,75-84 years,Female,Asian or Pacific Islander,Parkinson disease,12.0,18319.0
Texas,75-84 years,Female,Asian or Pacific Islander,"Alzheimer disease, unspecified",23.0,18319.0
Texas,75-84 years,Female,Asian or Pacific Islander,"Acute myocardial infarction, unspecified",19.0,18319.0
Texas,75-84 years,Female,Asian or Pacific Islander,"Atherosclerotic cardiovascular disease, so described",13.0,18319.0
Texas,75-84 years,Female,Asian or Pacific Islander,Atherosclerotic heart disease,18.0,18319.0
