year,state,age_group,gender,race,deaths,population,crude_rate
2018.0,Massachusetts,< 1 year,Male,White,111.0,28321,391.9
2018.0,Massachusetts,5-14 years,Female,White,24.0,289936,8.3
2018.0,Massachusetts,5-14 years,Male,White,21.0,302161,6.9
2018.0,Massachusetts,15-24 years,Female,White,112.0,373333,30.0
2018.0,Massachusetts,15-24 years,Male,Black or African American,50.0,55593,89.9
2018.0,Massachusetts,15-24 years,Male,White,226.0,375959,60.1
2018.0,Massachusetts,25-34 years,Female,Black or African American,29.0,54975,52.8
2018.0,Massachusetts,25-34 years,Female,White,349.0,382792,91.2
2018.0,Massachusetts,25-34 years,Male,Black or African American,109.0,56043,194.5
2018.0,Massachusetts,25-34 years,Male,White,774.0,388742,199.1
2018.0,Massachusetts,35-44 years,Female,Black or African American,54.0,45585,118.5
2018.0,Massachusetts,35-44 years,Female,White,443.0,334178,132.6
2018.0,Massachusetts,35-44 years,Male,Asian or Pacific Islander,22.0,40117,54.8
2018.0,Massachusetts,35-44 years,Male,Black or African American,91.0,42887,212.2
2018.0,Massachusetts,35-44 years,Male,White,823.0,327661,251.2
2018.0,Massachusetts,45-54 years,Female,Asian or Pacific Islander,36.0,34419,104.6
2018.0,Massachusetts,45-54 years,Female,Black or African American,110.0,42601,258.2
2018.0,Massachusetts,45-54 years,Female,White,903.0,395141,228.5
2018.0,Massachusetts,45-54 years,Male,Asian or Pacific Islander,48.0,31386,152.9
2018.0,Massachusetts,45-54 years,Male,Black or African American,151.0,38266,394.6
2018.0,Massachusetts,45-54 years,Male,White,1601.0,374526,427.5
2018.0,Massachusetts,55-64 years,Female,Asian or Pacific Islander,62.0,24396,254.1
2018.0,Massachusetts,55-64 years,Female,Black or African American,189.0,36468,518.3
2018.0,Massachusetts,55-64 years,Female,White,2237.0,424330,527.2
2018.0,Massachusetts,55-64 years,Male,Asian or Pacific Islander,87.0,21706,400.8
2018.0,Massachusetts,55-64 years,Male,Black or African American,339.0,31605,1072.6
2018.0,Massachusetts,55-64 years,Male,White,3567.0,396344,900.0
2018.0,Massachusetts,65-74 years,Female,Asian or Pacific Islander,77.0,15180,507.2
2018.0,Massachusetts,65-74 years,Female,Black or African American,277.0,21191,1307.2
2018.0,Massachusetts,65-74 years,Female,White,3895.0,313886,1240.9
2018.0,Massachusetts,65-74 years,Male,Asian or Pacific Islander,109.0,12341,883.2
2018.0,Massachusetts,65-74 years,Male,Black or African American,347.0,16803,2065.1
2018.0,Massachusetts,65-74 years,Male,White,5198.0,272154,1909.9
2018.0,Massachusetts,75-84 years,Female,Asian or Pacific Islander,127.0,7426,1710.2
2018.0,Massachusetts,75-84 years,Female,Black or African American,313.0,10589,2955.9
2018.0,Massachusetts,75-84 years,Female,White,6213.0,168524,3686.7
2018.0,Massachusetts,75-84 years,Male,Asian or Pacific Islander,177.0,5966,2966.8
2018.0,Massachusetts,75-84 years,Male,Black or African American,316.0,6366,4963.9
2018.0,Massachusetts,75-84 years,Male,White,6638.0,125554,5287.0
2018.0,Massachusetts,85+ years,Female,Asian or Pacific Islander,205.0,2919,7023.0
2018.0,Massachusetts,85+ years,Female,Black or African American,418.0,4495,9299.2
2018.0,Massachusetts,85+ years,Female,White,13583.0,98700,13761.9
2018.0,Massachusetts,85+ years,Male,Asian or Pacific Islander,140.0,1956,7157.5
2018.0,Massachusetts,85+ years,Male,Black or African American,212.0,2145,9883.4
2018.0,Massachusetts,85+ years,Male,White,7950.0,49234,16147.4
2018.0,Michigan,< 1 year,Female,Black or African American,131.0,10852,1207.2
2018.0,Michigan,< 1 year,Female,White,150.0,40295,372.3
2018.0,Michigan,< 1 year,Male,Black or African American,173.0,11347,1524.6
2018.0,Michigan,< 1 year,Male,White,213.0,42282,503.8
2018.0,Michigan,1-4 years,Female,Black or African American,24.0,45667,52.6
2018.0,Michigan,1-4 years,Female,White,44.0,168537,26.1
2018.0,Michigan,1-4 years,Male,Black or African American,26.0,47177,55.1
2018.0,Michigan,1-4 years,Male,White,39.0,177251,22.0
2018.0,Michigan,5-14 years,Female,Black or African American,28.0,109752,25.5
2018.0,Michigan,5-14 years,Female,White,47.0,448825,10.5
2018.0,Michigan,5-14 years,Male,Black or African American,37.0,114996,32.2
2018.0,Michigan,5-14 years,Male,White,84.0,470687,17.8
2018.0,Michigan,15-24 years,Female,Black or African American,64.0,115097,55.6
2018.0,Michigan,15-24 years,Female,White,179.0,505256,35.4
2018.0,Michigan,15-24 years,Male,Black or African American,208.0,117301,177.3
2018.0,Michigan,15-24 years,Male,White,464.0,531311,87.3
2018.0,Michigan,25-34 years,Female,Black or African American,160.0,113930,140.4
2018.0,Michigan,25-34 years,Female,White,477.0,484349,98.5
2018.0,Michigan,25-34 years,Male,American Indian or Alaska Native,20.0,6572,304.3
2018.0,Michigan,25-34 years,Male,Black or African American,331.0,110665,299.1
2018.0,Michigan,25-34 years,Male,White,959.0,509303,188.3
2018.0,Michigan,35-44 years,Female,Black or African American,243.0,91071,266.8
2018.0,Michigan,35-44 years,Female,White,721.0,459267,157.0
2018.0,Michigan,35-44 years,Male,Asian or Pacific Islander,21.0,27629,76.0
2018.0,Michigan,35-44 years,Male,Black or African American,428.0,80026,534.8
2018.0,Michigan,35-44 years,Male,White,1223.0,464544,263.3
2018.0,Michigan,45-54 years,Female,American Indian or Alaska Native,22.0,5913,372.1
2018.0,Michigan,45-54 years,Female,Asian or Pacific Islander,24.0,24017,99.9
2018.0,Michigan,45-54 years,Female,Black or African American,526.0,97635,538.7
2018.0,Michigan,45-54 years,Female,White,1682.0,525385,320.1
2018.0,Michigan,45-54 years,Male,American Indian or Alaska Native,44.0,5540,794.2
2018.0,Michigan,45-54 years,Male,Asian or Pacific Islander,37.0,22873,161.8
2018.0,Michigan,45-54 years,Male,Black or African American,782.0,83790,933.3
2018.0,Michigan,45-54 years,Male,White,2527.0,524907,481.4
2018.0,Michigan,55-64 years,Female,American Indian or Alaska Native,51.0,5732,889.7
2018.0,Michigan,55-64 years,Female,Asian or Pacific Islander,39.0,16414,237.6
2018.0,Michigan,55-64 years,Female,Black or African American,1179.0,92076,1280.5
2018.0,Michigan,55-64 years,Female,White,4007.0,607275,659.8
2018.0,Michigan,55-64 years,Male,American Indian or Alaska Native,63.0,5214,1208.3
2018.0,Michigan,55-64 years,Male,Asian or Pacific Islander,59.0,15034,392.4
2018.0,Michigan,55-64 years,Male,Black or African American,1466.0,75855,1932.6
2018.0,Michigan,55-64 years,Male,White,6125.0,585204,1046.6
2018.0,Michigan,65-74 years,Female,American Indian or Alaska Native,67.0,3397,1972.3
2018.0,Michigan,65-74 years,Female,Asian or Pacific Islander,62.0,10984,564.5
2018.0,Michigan,65-74 years,Female,Black or African American,1372.0,63805,2150.3
2018.0,Michigan,65-74 years,Female,White,6712.0,452060,1484.8
2018.0,Michigan,65-74 years,Male,American Indian or Alaska Native,92.0,2939,3130.3
2018.0,Michigan,65-74 years,Male,Asian or Pacific Islander,72.0,8731,824.6
2018.0,Michigan,65-74 years,Male,Black or African American,1768.0,46520,3800.5
2018.0,Michigan,65-74 years,Male,White,8856.0,416266,2127.5
2018.0,Michigan,75-84 years,Female,American Indian or Alaska Native,52.0,1387,3749.1
2018.0,Michigan,75-84 years,Female,Asian or Pacific Islander,88.0,5056,1740.5
2018.0,Michigan,75-84 years,Female,Black or African American,1310.0,29003,4516.8
2018.0,Michigan,75-84 years,Female,White,9920.0,243716,4070.3
2018.0,Michigan,75-84 years,Male,American Indian or Alaska Native,47.0,1078,4359.9
2018.0,Michigan,75-84 years,Male,Asian or Pacific Islander,97.0,4212,2302.9
2018.0,Michigan,75-84 years,Male,Black or African American,1169.0,18430,6342.9
2018.0,Michigan,75-84 years,Male,White,10762.0,195034,5518.0
2018.0,Michigan,85+ years,Female,American Indian or Alaska Native,47.0,494,9514.2
2018.0,Michigan,85+ years,Female,Asian or Pacific Islander,108.0,1643,6573.3
2018.0,Michigan,85+ years,Female,Black or African American,1630.0,14426,11299.0
2018.0,Michigan,85+ years,Female,White,17488.0,123028,14214.7
2018.0,Michigan,85+ years,Male,American Indian or Alaska Native,28.0,264,10606.1
2018.0,Michigan,85+ years,Male,Asian or Pacific Islander,66.0,1107,5962.1
2018.0,Michigan,85+ years,Male,Black or African American,829.0,6608,12545.4
2018.0,Michigan,85+ years,Male,White,11022.0,66416,16595.4
2018.0,Minnesota,< 1 year,Female,Black or African American,37.0,3493,1059.3
2018.0,Minnesota,< 1 year,Female,White,95.0,27195,349.3
2018.0,Minnesota,< 1 year,Male,Asian or Pacific Islander,20.0,2219,901.3
2018.0,Minnesota,< 1 year,Male,Black or African American,42.0,3623,1159.3
2018.0,Minnesota,< 1 year,Male,White,127.0,28497,445.7
2018.0,Minnesota,1-4 years,Male,White,23.0,113284,20.3
2018.0,Minnesota,5-14 years,Female,White,23.0,280114,8.2
2018.0,Minnesota,5-14 years,Male,White,36.0,292592,12.3
2018.0,Minnesota,15-24 years,Female,White,66.0,287120,23.0
2018.0,Minnesota,15-24 years,Male,Black or African American,51.0,36259,140.7
2018.0,Minnesota,15-24 years,Male,White,218.0,296580,73.5
2018.0,Minnesota,25-34 years,Female,American Indian or Alaska Native,26.0,6521,398.7
2018.0,Minnesota,25-34 years,Female,Black or African American,32.0,34913,91.7
2018.0,Minnesota,25-34 years,Female,White,163.0,298128,54.7
2018.0,Minnesota,25-34 years,Male,American Indian or Alaska Native,36.0,6632,542.8
2018.0,Minnesota,25-34 years,Male,Black or African American,55.0,37070,148.4
2018.0,Minnesota,25-34 years,Male,White,381.0,313672,121.5
2018.0,Minnesota,35-44 years,Female,American Indian or Alaska Native,26.0,5011,518.9
2018.0,Minnesota,35-44 years,Female,Black or African American,48.0,27288,175.9
2018.0,Minnesota,35-44 years,Female,White,268.0,292159,91.7
2018.0,Minnesota,35-44 years,Male,American Indian or Alaska Native,31.0,5210,595.0
2018.0,Minnesota,35-44 years,Male,Asian or Pacific Islander,20.0,22475,89.0
2018.0,Minnesota,35-44 years,Male,Black or African American,58.0,29101,199.3
2018.0,Minnesota,35-44 years,Male,White,447.0,304002,147.0
2018.0,Minnesota,45-54 years,Female,American Indian or Alaska Native,37.0,4533,816.2
2018.0,Minnesota,45-54 years,Female,Asian or Pacific Islander,22.0,16835,130.7
2018.0,Minnesota,45-54 years,Female,Black or African American,104.0,19678,528.5
2018.0,Minnesota,45-54 years,Female,White,662.0,302850,218.6
2018.0,Minnesota,45-54 years,Male,American Indian or Alaska Native,39.0,4396,887.2
2018.0,Minnesota,45-54 years,Male,Asian or Pacific Islander,49.0,15887,308.4
2018.0,Minnesota,45-54 years,Male,Black or African American,100.0,21840,457.9
2018.0,Minnesota,45-54 years,Male,White,1077.0,305472,352.6
2018.0,Minnesota,55-64 years,Female,American Indian or Alaska Native,56.0,4075,1374.2
2018.0,Minnesota,55-64 years,Female,Asian or Pacific Islander,41.0,10968,373.8
2018.0,Minnesota,55-64 years,Female,Black or African American,119.0,14127,842.4
2018.0,Minnesota,55-64 years,Female,White,1706.0,351828,484.9
2018.0,Minnesota,55-64 years,Male,American Indian or Alaska Native,76.0,3743,2030.5
2018.0,Minnesota,55-64 years,Male,Asian or Pacific Islander,50.0,9647,518.3
2018.0,Minnesota,55-64 years,Male,Black or African American,224.0,14971,1496.2
2018.0,Minnesota,55-64 years,Male,White,2808.0,345086,813.7
2018.0,Minnesota,65-74 years,Female,American Indian or Alaska Native,58.0,2305,2516.3
2018.0,Minnesota,65-74 years,Female,Asian or Pacific Islander,70.0,6469,1082.1
2018.0,Minnesota,65-74 years,Female,Black or African American,139.0,7040,1974.4
2018.0,Minnesota,65-74 years,Female,White,2922.0,248556,1175.6
2018.0,Minnesota,65-74 years,Male,American Indian or Alaska Native,58.0,1795,3231.2
2018.0,Minnesota,65-74 years,Male,Asian or Pacific Islander,84.0,5138,1634.9
2018.0,Minnesota,65-74 years,Male,Black or African American,163.0,6275,2597.6
2018.0,Minnesota,65-74 years,Male,White,4099.0,232602,1762.2
2018.0,Minnesota,75-84 years,Female,American Indian or Alaska Native,34.0,894,3803.1
2018.0,Minnesota,75-84 years,Female,Asian or Pacific Islander,97.0,2970,3266.0
2018.0,Minnesota,75-84 years,Female,Black or African American,110.0,3054,3601.8
2018.0,Minnesota,75-84 years,Female,White,4818.0,135842,3546.8
2018.0,Minnesota,75-84 years,Male,American Indian or Alaska Native,46.0,675,6814.8
2018.0,Minnesota,75-84 years,Male,Asian or Pacific Islander,77.0,2154,3574.7
2018.0,Minnesota,75-84 years,Male,Black or African American,97.0,2067,4692.8
2018.0,Minnesota,75-84 years,Male,White,5297.0,110282,4803.1
2018.0,Minnesota,85+ years,Female,American Indian or Alaska Native,32.0,270,11851.9
2018.0,Minnesota,85+ years,Female,Asian or Pacific Islander,104.0,1227,8476.0
2018.0,Minnesota,85+ years,Female,Black or African American,104.0,1049,9914.2
2018.0,Minnesota,85+ years,Female,White,10113.0,76202,13271.3
2018.0,Minnesota,85+ years,Male,Asian or Pacific Islander,69.0,722,9556.8
2018.0,Minnesota,85+ years,Male,Black or African American,60.0,634,9463.7
2018.0,Minnesota,85+ years,Male,White,6399.0,41429,15445.7
2018.0,Mississippi,< 1 year,Female,Black or African American,83.0,8005,1036.9
2018.0,Mississippi,< 1 year,Female,White,50.0,9220,542.3
2018.0,Mississippi,< 1 year,Male,Black or African American,96.0,8318,1154.1
2018.0,Mississippi,< 1 year,Male,White,72.0,9630,747.7
2018.0,Mississippi,1-4 years,Female,Black or African American,21.0,32468,64.7
2018.0,Mississippi,5-14 years,Male,Black or African American,23.0,88633,25.9
2018.0,Mississippi,5-14 years,Male,White,26.0,111109,23.4
2018.0,Mississippi,15-24 years,Female,Black or African American,56.0,91262,61.4
2018.0,Mississippi,15-24 years,Female,White,54.0,107573,50.2
2018.0,Mississippi,15-24 years,Male,Black or African American,154.0,89831,171.4
2018.0,Mississippi,15-24 years,Male,White,137.0,115454,118.7
2018.0,Mississippi,25-34 years,Female,Black or African American,127.0,85582,148.4
2018.0,Mississippi,25-34 years,Female,White,122.0,108667,112.3
2018.0,Mississippi,25-34 years,Male,Black or African American,235.0,79182,296.8
2018.0,Mississippi,25-34 years,Male,White,227.0,111637,203.3
2018.0,Mississippi,35-44 years,Female,Black or African American,219.0,78799,277.9
2018.0,Mississippi,35-44 years,Female,White,215.0,104638,205.5
2018.0,Mississippi,35-44 years,Male,Black or African American,323.0,65740,491.3
2018.0,Mississippi,35-44 years,Male,White,322.0,107737,298.9
2018.0,Mississippi,45-54 years,Female,Black or African American,400.0,74343,538.0
2018.0,Mississippi,45-54 years,Female,White,512.0,113075,452.8
2018.0,Mississippi,45-54 years,Male,Black or African American,620.0,60147,1030.8
2018.0,Mississippi,45-54 years,Male,White,718.0,114403,627.6
2018.0,Mississippi,55-64 years,Female,Black or African American,880.0,74414,1182.6
2018.0,Mississippi,55-64 years,Female,White,1152.0,125117,920.7
2018.0,Mississippi,55-64 years,Male,Black or African American,1270.0,60609,2095.4
2018.0,Mississippi,55-64 years,Male,White,1821.0,119898,1518.8
2018.0,Mississippi,65-74 years,Female,Black or African American,1010.0,46129,2189.5
2018.0,Mississippi,65-74 years,Female,White,1888.0,102994,1833.1
2018.0,Mississippi,65-74 years,Male,Black or African American,1388.0,36588,3793.6
2018.0,Mississippi,65-74 years,Male,White,2638.0,91511,2882.7
2018.0,Mississippi,75-84 years,Female,Black or African American,962.0,20704,4646.4
2018.0,Mississippi,75-84 years,Female,White,2746.0,60303,4553.7
2018.0,Mississippi,75-84 years,Male,Black or African American,970.0,12808,7573.4
2018.0,Mississippi,75-84 years,Male,White,2909.0,46332,6278.6
2018.0,Mississippi,85+ years,Female,Black or African American,1128.0,9070,12436.6
2018.0,Mississippi,85+ years,Female,White,3720.0,25998,14308.8
2018.0,Mississippi,85+ years,Male,Black or African American,517.0,3655,14145.0
2018.0,Mississippi,85+ years,Male,White,2156.0,13174,16365.6
2018.0,Missouri,< 1 year,Female,Black or African American,60.0,5765,1040.8
2018.0,Missouri,< 1 year,Female,White,152.0,28203,538.9
2018.0,Missouri,< 1 year,Male,Black or African American,66.0,6002,1099.6
2018.0,Missouri,< 1 year,Male,White,174.0,29638,587.1
2018.0,Missouri,1-4 years,Female,White,24.0,116159,20.7
2018.0,Missouri,1-4 years,Male,White,40.0,122668,32.6
2018.0,Missouri,5-14 years,Female,White,35.0,302911,11.6
2018.0,Missouri,5-14 years,Male,Black or African American,21.0,62328,33.7
2018.0,Missouri,5-14 years,Male,White,43.0,317946,13.5
2018.0,Missouri,15-24 years,Female,Black or African American,49.0,58753,83.4
2018.0,Missouri,15-24 years,Female,White,168.0,315365,53.3
2018.0,Missouri,15-24 years,Male,Black or African American,185.0,62100,297.9
2018.0,Missouri,15-24 years,Male,White,413.0,330897,124.8
2018.0,Missouri,25-34 years,Female,Black or African American,115.0,60680,189.5
2018.0,Missouri,25-34 years,Female,White,328.0,331184,99.0
2018.0,Missouri,25-34 years,Male,Black or African American,261.0,58279,447.8
2018.0,Missouri,25-34 years,Male,White,714.0,338590,210.9
2018.0,Missouri,35-44 years,Female,Black or African American,146.0,49335,295.9
2018.0,Missouri,35-44 years,Female,White,520.0,309470,168.0
2018.0,Missouri,35-44 years,Male,Black or African American,294.0,42325,694.6
2018.0,Missouri,35-44 years,Male,White,888.0,313833,283.0
2018.0,Missouri,45-54 years,Female,Black or African American,249.0,46890,531.0
2018.0,Missouri,45-54 years,Female,White,1154.0,321818,358.6
2018.0,Missouri,45-54 years,Male,Asian or Pacific Islander,23.0,8514,270.1
2018.0,Missouri,45-54 years,Male,Black or African American,406.0,40518,1002.0
2018.0,Missouri,45-54 years,Male,White,1805.0,318682,566.4
2018.0,Missouri,55-64 years,Female,Asian or Pacific Islander,22.0,7226,304.5
2018.0,Missouri,55-64 years,Female,Black or African American,541.0,46578,1161.5
2018.0,Missouri,55-64 years,Female,White,2855.0,371792,767.9
2018.0,Missouri,55-64 years,Male,Asian or Pacific Islander,31.0,5474,566.3
2018.0,Missouri,55-64 years,Male,Black or African American,822.0,38902,2113.0
2018.0,Missouri,55-64 years,Male,White,4418.0,354025,1247.9
2018.0,Missouri,65-74 years,Female,Asian or Pacific Islander,35.0,4663,750.6
2018.0,Missouri,65-74 years,Female,Black or African American,653.0,29641,2203.0
2018.0,Missouri,65-74 years,Female,White,4567.0,280099,1630.5
2018.0,Missouri,65-74 years,Male,Asian or Pacific Islander,27.0,3323,812.5
2018.0,Missouri,65-74 years,Male,Black or African American,788.0,21170,3722.2
2018.0,Missouri,65-74 years,Male,White,6063.0,250354,2421.8
2018.0,Missouri,75-84 years,Female,American Indian or Alaska Native,21.0,641,3276.1
2018.0,Missouri,75-84 years,Female,Asian or Pacific Islander,56.0,1908,2935.0
2018.0,Missouri,75-84 years,Female,Black or African American,655.0,14376,4556.2
2018.0,Missouri,75-84 years,Female,White,6690.0,157520,4247.1
2018.0,Missouri,75-84 years,Male,Asian or Pacific Islander,53.0,1570,3375.8
2018.0,Missouri,75-84 years,Male,Black or African American,559.0,8720,6410.6
2018.0,Missouri,75-84 years,Male,White,7231.0,124118,5825.9
2018.0,Missouri,85+ years,Female,Asian or Pacific Islander,67.0,701,9557.8
2018.0,Missouri,85+ years,Female,Black or African American,758.0,6494,11672.3
2018.0,Missouri,85+ years,Female,White,10740.0,78828,13624.6
2018.0,Missouri,85+ years,Male,Asian or Pacific Islander,30.0,398,7537.7
2018.0,Missouri,85+ years,Male,Black or African American,392.0,2717,14427.7
2018.0,Missouri,85+ years,Male,White,6491.0,42315,15339.7
2018.0,Montana,< 1 year,Male,White,23.0,5285,435.2
2018.0,Montana,15-24 years,Female,White,27.0,56817,47.5
2018.0,Montana,15-24 years,Male,American Indian or Alaska Native,23.0,6392,359.8
2018.0,Montana,15-24 years,Male,White,60.0,62360,96.2
2018.0,Montana,25-34 years,Female,American Indian or Alaska Native,24.0,5736,418.4
2018.0,Montana,25-34 years,Female,White,38.0,59076,64.3
2018.0,Montana,25-34 years,Male,American Indian or Alaska Native,21.0,5683,369.5
2018.0,Montana,25-34 years,Male,White,106.0,62953,168.4
2018.0,Montana,35-44 years,Female,American Indian or Alaska Native,27.0,4273,631.9
2018.0,Montana,35-44 years,Female,White,69.0,55917,123.4
2018.0,Montana,35-44 years,Male,American Indian or Alaska Native,33.0,4234,779.4
2018.0,Montana,35-44 years,Male,White,113.0,59138,191.1
2018.0,Montana,45-54 years,Female,American Indian or Alaska Native,37.0,3749,986.9
2018.0,Montana,45-54 years,Female,White,146.0,55014,265.4
2018.0,Montana,45-54 years,Male,American Indian or Alaska Native,41.0,3567,1149.4
2018.0,Montana,45-54 years,Male,White,241.0,55912,431.0
2018.0,Montana,55-64 years,Female,American Indian or Alaska Native,55.0,3941,1395.6
2018.0,Montana,55-64 years,Female,White,407.0,72861,558.6
2018.0,Montana,55-64 years,Male,American Indian or Alaska Native,90.0,3494,2575.8
2018.0,Montana,55-64 years,Male,White,702.0,69515,1009.9
2018.0,Montana,65-74 years,Female,American Indian or Alaska Native,52.0,2247,2314.2
2018.0,Montana,65-74 years,Female,White,698.0,57016,1224.2
2018.0,Montana,65-74 years,Male,American Indian or Alaska Native,62.0,1974,3140.8
2018.0,Montana,65-74 years,Male,White,1122.0,57403,1954.6
2018.0,Montana,75-84 years,Female,American Indian or Alaska Native,66.0,987,6686.9
2018.0,Montana,75-84 years,Female,White,1067.0,28344,3764.5
2018.0,Montana,75-84 years,Male,American Indian or Alaska Native,61.0,651,9370.2
2018.0,Montana,75-84 years,Male,White,1271.0,26259,4840.2
2018.0,Montana,85+ years,Female,American Indian or Alaska Native,37.0,293,12628.0
2018.0,Montana,85+ years,Female,White,1839.0,13631,13491.3
2018.0,Montana,85+ years,Male,American Indian or Alaska Native,22.0,159,13836.5
2018.0,Montana,85+ years,Male,White,1261.0,8447,14928.4
2018.0,Nebraska,< 1 year,Female,White,56.0,10915,513.1
2018.0,Nebraska,< 1 year,Male,White,65.0,11439,568.2
2018.0,Nebraska,15-24 years,Female,White,39.0,114203,34.1
2018.0,Nebraska,15-24 years,Male,White,89.0,119001,74.8
2018.0,Nebraska,25-34 years,Female,White,64.0,107547,59.5
2018.0,Nebraska,25-34 years,Male,Black or African American,20.0,9507,210.4
2018.0,Nebraska,25-34 years,Male,White,147.0,113789,129.2
2018.0,Nebraska,35-44 years,Female,White,135.0,104401,129.3
2018.0,Nebraska,35-44 years,Male,Black or African American,22.0,7295,301.6
2018.0,Nebraska,35-44 years,Male,White,212.0,108550,195.3
2018.0,Nebraska,45-54 years,Female,Black or African American,27.0,5241,515.2
2018.0,Nebraska,45-54 years,Female,White,271.0,98970,273.8
2018.0,Nebraska,45-54 years,Male,Black or African American,34.0,5758,590.5
2018.0,Nebraska,45-54 years,Male,White,462.0,100876,458.0
2018.0,Nebraska,55-64 years,Female,Black or African American,66.0,4717,1399.2
2018.0,Nebraska,55-64 years,Female,White,679.0,115067,590.1
2018.0,Nebraska,55-64 years,Male,Black or African American,77.0,4788,1608.2
2018.0,Nebraska,55-64 years,Male,White,1094.0,112468,972.7
2018.0,Nebraska,65-74 years,Female,Black or African American,49.0,2579,1900.0
2018.0,Nebraska,65-74 years,Female,White,1203.0,85280,1410.6
2018.0,Nebraska,65-74 years,Male,Black or African American,91.0,2234,4073.4
2018.0,Nebraska,65-74 years,Male,White,1683.0,78956,2131.6
2018.0,Nebraska,75-84 years,Female,Black or African American,62.0,1320,4697.0
2018.0,Nebraska,75-84 years,Female,White,1782.0,47318,3766.0
2018.0,Nebraska,75-84 years,Male,Black or African American,62.0,929,6673.8
2018.0,Nebraska,75-84 years,Male,White,1951.0,37190,5246.0
2018.0,Nebraska,85+ years,Female,Black or African American,63.0,499,12625.3
2018.0,Nebraska,85+ years,Female,White,3719.0,27061,13743.0
2018.0,Nebraska,85+ years,Male,Black or African American,30.0,260,11538.5
2018.0,Nebraska,85+ years,Male,White,2289.0,14791,15475.6
2018.0,Nevada,< 1 year,Female,White,53.0,12880,411.5
2018.0,Nevada,< 1 year,Male,Black or African American,27.0,2658,1015.8
2018.0,Nevada,< 1 year,Male,White,95.0,13458,705.9
2018.0,Nevada,5-14 years,Male,White,26.0,147980,17.6
2018.0,Nevada,15-24 years,Female,White,63.0,130940,48.1
2018.0,Nevada,15-24 years,Male,Black or African American,33.0,25654,128.6
2018.0,Nevada,15-24 years,Male,White,144.0,138696,103.8
2018.0,Nevada,25-34 years,Female,Black or African American,30.0,29465,101.8
2018.0,Nevada,25-34 years,Female,White,119.0,157752,75.4
2018.0,Nevada,25-34 years,Male,Asian or Pacific Islander,22.0,24035,91.5
2018.0,Nevada,25-34 years,Male,Black or African American,75.0,29019,258.5
2018.0,Nevada,25-34 years,Male,White,262.0,169296,154.8
2018.0,Nevada,35-44 years,Female,Asian or Pacific Islander,23.0,26384,87.2
2018.0,Nevada,35-44 years,Female,Black or African American,59.0,22907,257.6
2018.0,Nevada,35-44 years,Female,White,203.0,146387,138.7
2018.0,Nevada,35-44 years,Male,Asian or Pacific Islander,36.0,21395,168.3
2018.0,Nevada,35-44 years,Male,Black or African American,95.0,21848,434.8
2018.0,Nevada,35-44 years,Male,White,403.0,156178,258.0
2018.0,Nevada,45-54 years,Female,Asian or Pacific Islander,58.0,25354,228.8
2018.0,Nevada,45-54 years,Female,Black or African American,98.0,19976,490.6
2018.0,Nevada,45-54 years,Female,White,439.0,146158,300.4
2018.0,Nevada,45-54 years,Male,Asian or Pacific Islander,73.0,19247,379.3
2018.0,Nevada,45-54 years,Male,Black or African American,146.0,19566,746.2
2018.0,Nevada,45-54 years,Male,White,807.0,157878,511.2
2018.0,Nevada,55-64 years,Female,Asian or Pacific Islander,104.0,23075,450.7
2018.0,Nevada,55-64 years,Female,Black or African American,176.0,16691,1054.5
2018.0,Nevada,55-64 years,Female,White,1104.0,147883,746.5
2018.0,Nevada,55-64 years,Male,American Indian or Alaska Native,37.0,2962,1249.2
2018.0,Nevada,55-64 years,Male,Asian or Pacific Islander,110.0,16543,664.9
2018.0,Nevada,55-64 years,Male,Black or African American,249.0,15858,1570.2
2018.0,Nevada,55-64 years,Male,White,1826.0,150356,1214.5
2018.0,Nevada,65-74 years,Female,American Indian or Alaska Native,28.0,1916,1461.4
2018.0,Nevada,65-74 years,Female,Asian or Pacific Islander,157.0,18512,848.1
2018.0,Nevada,65-74 years,Female,Black or African American,211.0,11450,1842.8
2018.0,Nevada,65-74 years,Female,White,1839.0,120964,1520.3
2018.0,Nevada,65-74 years,Male,American Indian or Alaska Native,40.0,1766,2265.0
2018.0,Nevada,65-74 years,Male,Asian or Pacific Islander,153.0,12625,1211.9
2018.0,Nevada,65-74 years,Male,Black or African American,269.0,9411,2858.4
2018.0,Nevada,65-74 years,Male,White,2894.0,116608,2481.8
2018.0,Nevada,75-84 years,Female,American Indian or Alaska Native,25.0,822,3041.4
2018.0,Nevada,75-84 years,Female,Asian or Pacific Islander,168.0,7846,2141.2
2018.0,Nevada,75-84 years,Female,Black or African American,221.0,5281,4184.8
2018.0,Nevada,75-84 years,Female,White,2341.0,59211,3953.7
2018.0,Nevada,75-84 years,Male,American Indian or Alaska Native,24.0,645,3720.9
2018.0,Nevada,75-84 years,Male,Asian or Pacific Islander,209.0,5850,3572.6
2018.0,Nevada,75-84 years,Male,Black or African American,261.0,4057,6433.3
2018.0,Nevada,75-84 years,Male,White,2978.0,55855,5331.7
2018.0,Nevada,85+ years,Female,American Indian or Alaska Native,21.0,261,8046.0
2018.0,Nevada,85+ years,Female,Asian or Pacific Islander,219.0,2481,8827.1
2018.0,Nevada,85+ years,Female,Black or African American,164.0,1556,10539.8
2018.0,Nevada,85+ years,Female,White,2861.0,21183,13506.1
2018.0,Nevada,85+ years,Male,Asian or Pacific Islander,145.0,1383,10484.5
